contractor_name,rig_name,loc_fed_lease_no,loc_region,site_name,field_name,well_legal_name,activity_class,activity_class_desc,activity_code,activity_code_desc,activity_duration,activity_group,expr1,activity_phase,billing_code,activity_subcode,activity_subcode2,cost_code,pickup_weight,step_no,time_from,time_to,date_ops_end,date_ops_start,event_code,event_id,event_objective_1,event_objective_2,event_type,status_end,well_id,date_time_off_location,date_report,entity_type,date_rig_pickup
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,BAJA VARILLA,SP16,VARILLAS EN DOBLE (Maniobra Pesca/Desparafinación),0.75,BAJADA,CTTA PTO PESCA + AGREGA V/B DE MBRA + MBRA EN REITERADAS OPORTUNIDADES CON DIFICULTAD POR FLOTACION DE HTA NO SE  OBSERVA PESCA  POR PRESENCIA DE PETROLEO VICOSO MBRA ASCENDE Y DESCENDENTE SIN PODER PESCAR INFORMA A SALA MTR  SR MATIA TEAR NO INFORMA DE SACAR PARA MOVER TBG ,SP04,A,255,TNP,255D,,5,2024-06-03 03:00:00,2024-06-03 03:45:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,SACA VARILLAS,SP24,VARILLAS IF EN SIMPLE,2.25,LIBRAR/SACAR,"ACONDICIONA CANALLETE PARA SACAR V/B EN SINGLE + SACA  V/B DE MBRA  + 88  V/B Ø 1  EN SINGLE + 2 V/B Ø 7/8 EN SINGLE EN OTRO CABALLETE PARA DESCARTE ,SACA PESCADOR SACA CON PRECAUCION POR SACAR CON ARRASTRE DE PETROLEO VICOSO  NOTA; OBS QUE SE TAPARCE MANGUEROTE DE  SALIDA LATERAL  DESCONECTA Y DEJA SALIDA A BANDEJA ECOLOGICA Y LURGO SE DESPOSITA A CONTENEDOR ECOLOGICO EN CONOCIMIENTO SALA MTR SR TEAR MATIA",SP03,A,251,TNP,251A,91.0,5,2024-06-03 03:45:00,2024-06-03 06:00:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,SACA VARILLAS,SP24,VARILLAS IF EN SIMPLE,1.25,LIBRAR/SACAR,EXEDE TIEMPO DE SACADO POR SACAR CON MUCHO ARRASTRE DE PETROLEO VICOSO POR CANDICION DEL POZO,SP03,A,251,TNP,251A,,5,2024-06-03 06:00:00,2024-06-03 07:15:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,HERRAMIENTA,SP24,HERRAMIENTA DE MANIOBRA,0.5,LIBRAR/SACAR,REALIZA LIMPIZA DE PISO DE TRABAJO Y HTA DE MBRA + VACIA BANDEJA ECOLOGICA POR SACAR CON MUCHO ARRASTRE DE PETROLEO VICOSO ,SP03,A,226,TNP,226O,,5,2024-06-03 07:15:00,2024-06-03 07:45:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,HERRAMIENTA,SP24,HERRAMIENTA DE MANIOBRA,0.25,LIBRAR/SACAR,CONSIGNA HTA MANUALES POR CAMBIO DE TURNO ,SP03,A,226,PE,226O,,5,2024-06-03 07:45:00,2024-06-03 08:00:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,LECTURA DE ATS/ALERTAS,SP22,REUNION DE SEGURIDAD / COORDINAR TAREAS,0.25,M. AMB/SEGURIDAD,REALIZA CHARLA DE SEGURIDAD + OPERATIVA ,SP10,C,224,PE,224A,,5,2024-06-03 08:00:00,2024-06-03 08:15:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,HERRAMIENTA,SP25,HERRAMIENTA DE MANIOBRA,0.25,DESARMAR,CHEQUEA HTAS A UTILIZAR + VERIFICA SISTEMA DE FRENO ,SP03,A,229,PE,229O,,5,2024-06-03 08:15:00,2024-06-03 08:30:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,SACA VARILLAS,SP24,VARILLAS IF EN SIMPLE,0.25,LIBRAR/SACAR,CONTINUA SACANDO 15 V/B EN SIMPLE CON PRECAUCION POR ARRSTRE DE PLEO VISCOSO PARCIAL SACADO 88 V/B Ø 1 + 17 V/B Ø 7/8 ,SP03,A,251,TNP,251A,15.0,5,2024-06-03 08:30:00,2024-06-03 08:45:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,SACA VARILLAS,SP24,VARILLAS IF EN SIMPLE,0.5,LIBRAR/SACAR,MANIOBRA EXCEDE DE TIEMPO POR SACAR V/B CON ARRSTRE DE PLEO VISCOSO ,SP03,A,251,TNP,251A,,5,2024-06-03 08:45:00,2024-06-03 09:15:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,HERRAMIENTA,SP25,LIMPIEZA DE  HERRAMIENTAS,0.5,DESARMAR,REALIZA LIMPIEZA DE HTAS Y SECTOR DE TRABAJO + VACIA BANDEJA ECOLOGICA ,SP03,A,209,TNP,209M,,5,2024-06-03 09:15:00,2024-06-03 09:45:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,SACA VARILLAS,SP24,VARILLAS IF EN SIMPLE,0.75,LIBRAR/SACAR,CONTINUA SACANDO 38 V/B+ TROZO + PESCADOR  EN SIMPLE CON PRECAUCION POR ARRSTRE DE PLEO VISCOSO PARCIAL SACADO 88 V/B Ø 1 + 55 V/B Ø 7/8 ,SP03,A,251,TNP,251A,38.0,5,2024-06-03 09:45:00,2024-06-03 10:30:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,SACA VARILLAS,SP24,VARILLAS IF EN SIMPLE,0.5,LIBRAR/SACAR,MANIOBRA EXCEDE DE TIEMPO POR SACAR V/B CON ARRASTRE DE PLEO VISCOSO ,SP03,A,251,TNP,251A,,5,2024-06-03 10:30:00,2024-06-03 11:00:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,HERRAMIENTA,SP25,HERRAMIENTA DE MANIOBRA,0.25,DESARMAR,DESARMA PESCADOR + LIMPIA EL MISMO ,SP03,A,229,TNP,229O,,5,2024-06-03 11:00:00,2024-06-03 11:15:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,HERRAMIENTA,SP25,LIMPIEZA DE  HERRAMIENTAS,0.75,DESARMAR,REALIZA LIMPIEZA DE HTAS SECTOR DE TRABAJO + VACIA BANDEJA ECOLIGICA + SANEA Y TIRA TIERRA LIMPIA ,SP03,A,209,TNP,209M,,5,2024-06-03 11:15:00,2024-06-03 12:00:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,ACONDICIONAMIENTO PARA SACAR CAÑOS,SP24,MONTAJE/DESMONTAJE DE PISO DE TRABAJO,0.5,LIBRAR/SACAR,RETIRA LLAVE HCA DE V/B + ECONOMOZADOR + BOP DE V/B +RETIRA BARANDAS +ESCALERA + REBATE PISO DE TRABAJO ,SP03,A,252,PE,252C,,5,2024-06-03 12:00:00,2024-06-03 12:30:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,ACONDICIONAMIENTO PARA SACAR CAÑOS,SP24,COLOCA/SACA/CAMBIA ELEMENTOS DE ELEVACION,0.25,LIBRAR/SACAR,RETIRA ELEMENTO DE ELEVACION DE V/B ,SP03,A,252,PE,252D,,5,2024-06-03 12:30:00,2024-06-03 12:45:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,PRUEBA ADMISION/CIRCULACION,SP13,PRUEBA ADMISION/CIRCULACION,0.5,PRUEBAS,BBEA AGUA 4 MTS AGUA DE PUERGA A BAJO CAUDAL POR ENTRE COLUMNA ,SP04,A,206,PE,206A,,5,2024-06-03 12:45:00,2024-06-03 13:15:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,ACONDICIONAMIENTO PARA BAJAR CAÑOS,SP16,EMPAQUETA CABEZAL POZO,1.0,BAJADA,"EN CONJUNTO CON PERSONAL DE PROILDE DESEMPAQUETA POZO RETIRANDO NIPLE AFLOJA CORRIDA DE ESPARRAGO + RETIRA BRIDA SUPERIOR + DESVINCULA CABEZA COLGADORA DE J + TENSIONA HTA OBSERVANDO ANCLA LIBRE , RETIRA CABEZA COLGADORA + COLOCA NIPLE DE MANIOBRA ",SP04,A,256,PE,256A,,5,2024-06-03 13:15:00,2024-06-03 14:15:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,ACONDICIONAMIENTO PARA SACAR CAÑOS,SP24,MONTAJE BOP DE CAÑOS,1.0,LIBRAR/SACAR,COLOCA BOP 1/16 X5000 PSI+ CONECTA CIRCUITO HCO  ,SP03,A,252,PE,252B,,5,2024-06-03 14:15:00,2024-06-03 15:15:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,ACONDICIONAMIENTO PARA SACAR CAÑOS,SP24,MONTAJE/DESMONTAJE DE PISO DE TRABAJO,0.75,LIBRAR/SACAR,"MOMTA PISO DE TRABAJO , ESCALERA BARANDA + CUELGA LLAVE HCA DE TBG ",SP03,A,252,PE,252C,,5,2024-06-03 15:15:00,2024-06-03 16:00:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,SACA TUBINGS,SP24,TBG IF EN DOBLE,1.5,LIBRAR/SACAR,"RESTIVA V/B POR CAMBIO DE PROGRAMA , PARA RECIBIR 30 TBG ,EN CONOCIMIENTO SALA MTR Y SR GUSTAVO GUERREIRO Y SUPERVISOR DE CAMPO SEPILVEDA LUIS , ",SP03,A,253,TNP,253B,,5,2024-06-03 16:00:00,2024-06-03 17:30:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,SACA TUBINGS,SP24,TBG IF EN DOBLE,0.75,LIBRAR/SACAR,SE ACTIVA ROL DE LLAMADA AL 33911 Y INTERNO DE CIA CLEAR POR TORCEDURA DE TOBILLO DERECHO DEL OPERARIO VELAZQUEZ LUCAS ,SP03,S/C,253,NPT,253B,,5,2024-06-03 17:30:00,2024-06-03 18:15:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,SACA TUBINGS,SP24,TBG IF EN DOBLE,0.25,LIBRAR/SACAR,"SACA 24 TBG Ø2 7/8 J55 DEL POZONOTA ULTOMO TBG SALE LLENO DE FLUIDO , MANIOBRA SE REALIZA CON PRECAUCION POR SACAR HTAS CON ARASTRE DE PLEO VISCOSO , HTAS TRACCIONA EN REITERADA OPORTUNIDAD ",SP03,A,253,PE,253B,24.0,5,2024-06-03 18:15:00,2024-06-03 18:30:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,SACA TUBINGS,SP24,TBG IF EN DOBLE,1.0,LIBRAR/SACAR,MANIOBRA EXCEDE DE TIEMPO POR CONDICON DEL POZO SACA TBG CON ARRASTRE DE PLEO VISCOSO +TRACCIONA EN REITERADA OPORTUNIDA ,SP03,A,253,TNP,253B,,5,2024-06-03 18:30:00,2024-06-03 19:30:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,SACA TUBINGS,SP24,TBG IF EN DOBLE,0.5,LIBRAR/SACAR,REALIZA LIMPIEZA DE HTAS UTILIZADA EN MANIOBRA + SECTOR DE TRABAJO ,SP03,A,253,TNP,253B,,5,2024-06-03 19:30:00,2024-06-03 20:00:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,MASS/SIMULACROS,SP22,REUNION DE SEGURIDAD / COORDINAR TAREAS,0.25,M. AMB/SEGURIDAD,REALIZA CHARLA DE SEGURIDAD + OPERATIVA ,SP10,C,223,PE,223A,,5,2024-06-03 20:00:00,2024-06-03 20:15:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,HERRAMIENTA,SP24,HERRAMIENTA DE MANIOBRA,0.25,LIBRAR/SACAR,CHEQUEA HTAS A UTILIZAR + VERIFICA SISTEMA DE FRENO ,SP03,A,226,PE,226O,,5,2024-06-03 20:15:00,2024-06-03 20:30:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,SACA TUBINGS,SP24,DESAGOTA  TBG POR PISTONEO,0.25,LIBRAR/SACAR,COLOCA ARBOL DE ENSAYO + LINEA ,SP03,A,253,PE,253L,,5,2024-06-03 20:30:00,2024-06-03 20:45:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,SACA TUBINGS,SP24,DESAGOTA  TBG POR PISTONEO,0.5,LIBRAR/SACAR,ARMA CONJUNTO CARDANICO + CHEQUEA FLAUTA Y COMPONENTE ,SP03,A,253,TNP,253L,,5,2024-06-03 20:45:00,2024-06-03 21:15:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,SACA TUBINGS,SP24,DESAGOTA  TBG POR PISTONEO,0.75,LIBRAR/SACAR,"COLOCA LUBRICADOR + PROF CON MUCHA DIFICULTAD POR PRESENCIA DE PETROLEO POR INTERIOR DE TBG ,INFORMA A SALA MTR , RETIRA LUBRICADOR ",SP03,A,253,TNP,253L,,5,2024-06-03 21:15:00,2024-06-03 22:00:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,ACONDICIONAMIENTO PARA SACAR CAÑOS,SP24,OPERA HOT OIL/CALDERA,0.5,LIBRAR/SACAR,CONECTA LINEA CIA HOT-OIL A BOCA DE POZO + PONES EN MARCHA CALDERA ,SP03,C,252,TNP,252E,,5,2024-06-03 22:00:00,2024-06-03 22:30:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,ACONDICIONAMIENTO PARA SACAR CAÑOS,SP24,OPERA HOT OIL/CALDERA,1.5,LIBRAR/SACAR,OPERA HOT-OIL  BBEA AGUA PURGA A 90° POR E/C,SP03,C,252,TNP,252E,,5,2024-06-03 22:30:00,2024-06-04 00:00:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-03,Parte Diario Operaciones,2024-06-01 16:30:00
1_CLEAR PETROLEUM,CLEAR-601,Barranca Baya,Negocio Santa Cruz,Loc. YPF.SC.CnE.a-1427,CAÑADON DE LA ESCONDIDA,YPF.SC.CnE.a-1427,,ACONDICIONAMIENTO PARA SACAR CAÑOS,SP24,OPERA HOT OIL/CALDERA,0.5,LIBRAR/SACAR,"OPERA HOT-OIL  BBEA AGUA PURGA A 90° POR E/C , CORTA BOMBEO Y RETIRA LINEA",SP03,C,252,TNP,252E,,5,2024-06-04 00:00:00,2024-06-04 00:30:00,2024-06-11,2024-06-01,INT,5b84c,FALLA BM,CAMBIO VARILLAS POR | ROTURA | PESCA/CUPLA,INTERVENCION SSPP,COMPLETADO,xa9Z0zOH95,2024-06-11 13:30:00,2024-06-04,Parte Diario Operaciones,2024-06-01 16:30:00
